instant,Date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp(°C),atemp,humidity(%),windspeed,Casual,Member,Total_rides,Weekday,Season
244,2011-01-11,1,0,1,12,False,1,True,2,1.4,-1.0,51.0,11.3,2,55,57,Tuesday,Winter
245,2011-01-11,1,0,1,13,False,1,True,2,1.4,-1.0,59.0,9.7,6,46,52,Tuesday,Winter
246,2011-01-11,1,0,1,14,False,1,True,2,1.4,-1.0,59.0,9.7,3,60,63,Tuesday,Winter
247,2011-01-11,1,0,1,15,False,1,True,2,-0.5,-3.0,80.0,9.7,2,45,47,Tuesday,Winter
248,2011-01-11,1,0,1,16,False,1,True,2,-0.5,-6.0,86.0,24.1,4,72,76,Tuesday,Winter
249,2011-01-11,1,0,1,17,False,1,True,2,-0.5,-6.0,86.0,24.1,6,130,136,Tuesday,Winter
250,2011-01-11,1,0,1,18,False,1,True,3,-0.5,-4.0,93.0,11.3,1,94,95,Tuesday,Winter
251,2011-01-11,1,0,1,19,False,1,True,3,-0.5,-1.0,93.0,0.0,0,51,51,Tuesday,Winter
252,2011-01-11,1,0,1,20,False,1,True,3,-0.5,-6.0,93.0,20.9,0,32,32,Tuesday,Winter
253,2011-01-11,1,0,1,21,False,1,True,3,-0.5,-3.0,86.0,9.7,0,20,20,Tuesday,Winter
254,2011-01-11,1,0,1,22,False,1,True,3,-0.5,-4.0,93.0,11.3,1,28,29,Tuesday,Winter
255,2011-01-11,1,0,1,23,False,1,True,3,-0.5,-3.0,93.0,9.7,1,18,19,Tuesday,Winter
256,2011-01-12,1,0,1,0,False,2,True,2,-0.5,-3.0,86.0,9.7,0,7,7,Wednesday,Winter
257,2011-01-12,1,0,1,1,False,2,True,2,-0.5,-4.0,86.0,11.3,0,6,6,Wednesday,Winter
258,2011-01-12,1,0,1,2,False,2,True,1,-1.4,-6.0,86.0,14.5,0,1,1,Wednesday,Winter
259,2011-01-12,1,0,1,5,False,2,True,1,-1.4,-6.0,86.0,17.7,0,5,5,Wednesday,Winter
260,2011-01-12,1,0,1,6,False,2,True,1,-2.4,-6.0,93.0,14.5,0,16,16,Wednesday,Winter
261,2011-01-12,1,0,1,7,False,2,True,1,-1.4,-6.0,69.0,14.5,0,54,54,Wednesday,Winter
262,2011-01-12,1,0,1,8,False,2,True,1,-0.5,-5.0,59.0,17.7,3,125,128,Wednesday,Winter
263,2011-01-12,1,0,1,9,False,2,True,1,-0.5,-7.0,59.0,35.4,3,78,81,Wednesday,Winter
264,2011-01-12,1,0,1,10,False,2,True,1,0.5,-4.0,55.0,24.1,0,39,39,Wednesday,Winter
265,2011-01-12,1,0,1,11,False,2,True,1,1.4,-4.0,51.0,41.8,3,32,35,Wednesday,Winter
266,2011-01-12,1,0,1,12,False,2,True,1,1.4,-6.0,47.0,62.8,3,52,55,Wednesday,Winter
267,2011-01-12,1,0,1,13,False,2,True,1,2.3,-3.0,44.0,38.6,0,49,49,Wednesday,Winter
268,2011-01-12,1,0,1,14,False,2,True,1,1.4,-4.0,47.0,35.4,0,44,44,Wednesday,Winter
269,2011-01-12,1,0,1,15,False,2,True,1,1.4,-5.0,47.0,45.1,1,48,49,Wednesday,Winter
270,2011-01-12,1,0,1,16,False,2,True,1,2.3,-3.0,44.0,35.4,5,63,68,Wednesday,Winter
271,2011-01-12,1,0,1,17,False,2,True,1,1.4,-4.0,47.0,38.6,0,139,139,Wednesday,Winter
272,2011-01-12,1,0,1,18,False,2,True,1,1.4,-6.0,47.0,56.3,2,135,137,Wednesday,Winter
273,2011-01-12,1,0,1,19,False,2,True,1,0.5,-6.0,47.0,45.1,1,82,83,Wednesday,Winter
274,2011-01-12,1,0,1,20,False,2,True,1,-0.5,-7.0,50.0,35.4,2,54,56,Wednesday,Winter
275,2011-01-12,1,0,1,21,False,2,True,1,-0.5,-7.0,55.0,35.4,0,57,57,Wednesday,Winter
276,2011-01-12,1,0,1,22,False,2,True,1,-0.5,-8.0,55.0,48.3,1,32,33,Wednesday,Winter
277,2011-01-12,1,0,1,23,False,2,True,1,-1.4,-9.0,59.0,45.1,1,19,20,Wednesday,Winter
278,2011-01-13,1,0,1,0,False,3,True,1,-1.4,-8.0,59.0,30.6,1,6,7,Thursday,Winter
279,2011-01-13,1,0,1,1,False,3,True,1,-1.4,-8.0,50.0,30.6,0,2,2,Thursday,Winter
280,2011-01-13,1,0,1,2,False,3,True,1,-1.4,-8.0,50.0,38.6,0,2,2,Thursday,Winter
281,2011-01-13,1,0,1,3,False,3,True,1,-1.4,-8.0,50.0,35.4,0,3,3,Thursday,Winter
282,2011-01-13,1,0,1,4,False,3,True,1,-1.4,-8.0,50.0,27.4,0,4,4,Thursday,Winter
283,2011-01-13,1,0,1,5,False,3,True,1,-1.4,-8.0,50.0,32.2,0,3,3,Thursday,Winter
284,2011-01-13,1,0,1,6,False,3,True,1,-2.4,-6.0,54.0,14.5,0,28,28,Thursday,Winter
285,2011-01-13,1,0,1,7,False,3,True,1,-2.4,-6.0,54.0,14.5,0,72,72,Thursday,Winter
286,2011-01-13,1,0,1,8,False,3,True,1,-1.4,-7.0,50.0,20.9,5,197,202,Thursday,Winter
287,2011-01-13,1,0,1,9,False,3,True,1,-1.4,-8.0,50.0,35.4,2,137,139,Thursday,Winter
288,2011-01-13,1,0,1,10,False,3,True,2,-0.5,-7.0,50.0,38.6,2,36,38,Thursday,Winter
289,2011-01-13,1,0,1,11,False,3,True,2,1.4,-5.0,44.0,48.3,4,33,37,Thursday,Winter
290,2011-01-13,1,0,1,12,False,3,True,1,1.4,-5.0,44.0,45.1,3,49,52,Thursday,Winter
291,2011-01-13,1,0,1,13,False,3,True,1,2.3,-3.0,41.0,48.3,2,81,83,Thursday,Winter
292,2011-01-13,1,0,1,14,False,3,True,1,2.3,-3.0,41.0,41.8,3,39,42,Thursday,Winter
293,2011-01-13,1,0,1,15,False,3,True,1,3.3,-2.0,38.0,32.2,5,55,60,Thursday,Winter
294,2011-01-13,1,0,1,16,False,3,True,1,3.3,-2.0,38.0,38.6,2,76,78,Thursday,Winter
295,2011-01-13,1,0,1,17,False,3,True,1,1.4,-4.0,40.0,30.6,4,158,162,Thursday,Winter
296,2011-01-13,1,0,1,18,False,3,True,1,1.4,-4.0,40.0,35.4,3,141,144,Thursday,Winter
297,2011-01-13,1,0,1,19,False,3,True,1,-0.5,-6.0,47.0,27.4,1,98,99,Thursday,Winter
298,2011-01-13,1,0,1,20,False,3,True,1,-0.5,-6.0,47.0,24.1,0,64,64,Thursday,Winter
299,2011-01-13,1,0,1,21,False,3,True,1,-1.4,-8.0,46.0,32.2,0,40,40,Thursday,Winter
300,2011-01-13,1,0,1,22,False,3,True,1,-1.4,-8.0,46.0,35.4,0,30,30,Thursday,Winter
301,2011-01-13,1,0,1,23,False,3,True,1,-2.4,-7.0,50.0,20.9,1,14,15,Thursday,Winter
302,2011-01-14,1,0,1,0,False,4,True,1,-2.4,-7.0,50.0,20.9,0,14,14,Friday,Winter
303,2011-01-14,1,0,1,1,False,4,True,1,-3.3,-8.0,54.0,17.7,0,5,5,Friday,Winter
304,2011-01-14,1,0,1,2,False,4,True,1,-3.3,-8.0,54.0,14.5,0,1,1,Friday,Winter
305,2011-01-14,1,0,1,3,False,4,True,1,-3.3,-7.0,54.0,11.3,0,1,1,Friday,Winter
306,2011-01-14,1,0,1,5,False,4,True,1,-3.3,-7.0,54.0,9.7,0,8,8,Friday,Winter
307,2011-01-14,1,0,1,6,False,4,True,1,-3.3,-4.0,54.0,0.0,0,17,17,Friday,Winter
308,2011-01-14,1,0,1,7,False,4,True,1,-3.3,-8.0,74.0,17.7,0,70,70,Friday,Winter
309,2011-01-14,1,0,1,8,False,4,True,1,-2.4,-5.0,68.0,0.0,2,156,158,Friday,Winter
310,2011-01-14,1,0,1,9,False,4,True,1,-1.4,-6.0,69.0,14.5,0,117,117,Friday,Winter
311,2011-01-14,1,0,1,10,False,4,True,1,0.5,-4.0,55.0,20.9,4,40,44,Friday,Winter
312,2011-01-14,1,0,1,11,False,4,True,1,0.5,-5.0,51.0,30.6,6,47,53,Friday,Winter
313,2011-01-14,1,0,1,12,False,4,True,1,1.4,-3.0,44.0,27.4,2,59,61,Friday,Winter
314,2011-01-14,1,0,1,13,False,4,True,1,2.3,-3.0,37.0,41.8,4,73,77,Friday,Winter
315,2011-01-14,1,0,1,14,False,4,True,1,2.3,-2.0,41.0,30.6,5,59,64,Friday,Winter
316,2011-01-14,1,0,1,15,False,4,True,1,3.3,-0.0,38.0,17.7,9,59,68,Friday,Winter
317,2011-01-14,1,0,1,16,False,4,True,1,2.3,-0.0,41.0,11.3,3,87,90,Friday,Winter
318,2011-01-14,1,0,1,17,False,4,True,1,2.3,-1.0,41.0,17.7,4,155,159,Friday,Winter
319,2011-01-14,1,0,1,18,False,4,True,1,1.4,1.0,47.0,0.0,5,134,139,Friday,Winter
320,2011-01-14,1,0,1,19,False,4,True,1,-0.5,-3.0,59.0,9.7,3,89,92,Friday,Winter
321,2011-01-14,1,0,1,20,False,4,True,1,0.5,-0.0,59.0,0.0,0,68,68,Friday,Winter
322,2011-01-14,1,0,1,21,False,4,True,1,-0.5,-1.0,69.0,0.0,4,48,52,Friday,Winter
323,2011-01-14,1,0,1,22,False,4,True,2,-0.5,-1.0,69.0,0.0,2,34,36,Friday,Winter
324,2011-01-14,1,0,1,23,False,4,True,2,0.5,-0.0,55.0,0.0,1,26,27,Friday,Winter
325,2011-01-15,1,0,1,0,False,5,False,1,0.5,-0.0,55.0,0.0,3,25,28,Saturday,Winter
326,2011-01-15,1,0,1,1,False,5,False,2,-0.5,-3.0,59.0,9.7,2,18,20,Saturday,Winter
327,2011-01-15,1,0,1,2,False,5,False,2,-0.5,-3.0,59.0,9.7,0,12,12,Saturday,Winter
328,2011-01-15,1,0,1,3,False,5,False,2,-0.5,-1.0,59.0,0.0,1,7,8,Saturday,Winter
329,2011-01-15,1,0,1,4,False,5,False,2,-0.5,-1.0,59.0,0.0,0,5,5,Saturday,Winter
330,2011-01-15,1,0,1,5,False,5,False,1,-0.5,-1.0,59.0,0.0,0,1,1,Saturday,Winter
331,2011-01-15,1,0,1,6,False,5,False,1,-1.4,-5.0,63.0,11.3,1,2,3,Saturday,Winter
332,2011-01-15,1,0,1,7,False,5,False,1,-1.4,-2.0,63.0,0.0,1,9,10,Saturday,Winter
333,2011-01-15,1,0,1,8,False,5,False,1,-1.4,-6.0,63.0,14.5,1,22,23,Saturday,Winter
334,2011-01-15,1,0,1,9,False,5,False,1,-0.5,-4.0,64.0,14.5,2,31,33,Saturday,Winter
335,2011-01-15,1,0,1,10,False,5,False,1,0.5,-3.0,59.0,17.7,2,57,59,Saturday,Winter
336,2011-01-15,1,0,1,11,False,5,False,1,1.4,-3.0,55.0,24.1,18,54,72,Saturday,Winter
337,2011-01-15,1,0,1,12,False,5,False,1,3.3,-1.0,48.0,24.1,15,74,89,Saturday,Winter
338,2011-01-15,1,0,1,13,False,5,False,1,5.2,1.0,38.0,32.2,21,80,101,Saturday,Winter
339,2011-01-15,1,0,1,14,False,5,False,1,6.1,3.0,39.0,30.6,26,92,118,Saturday,Winter
340,2011-01-15,1,0,1,15,False,5,False,2,7.0,5.0,36.0,20.9,21,108,129,Saturday,Winter
341,2011-01-15,1,0,1,16,False,5,False,2,8.0,6.0,34.0,20.9,33,95,128,Saturday,Winter
342,2011-01-15,1,0,1,17,False,5,False,2,7.0,4.0,36.0,30.6,29,54,83,Saturday,Winter
343,2011-01-15,1,0,1,18,False,5,False,2,6.1,3.0,45.0,27.4,15,69,84,Saturday,Winter
344,2011-01-15,1,0,1,19,False,5,False,2,7.0,4.0,39.0,27.4,14,60,74,Saturday,Winter
345,2011-01-15,1,0,1,20,False,5,False,2,7.0,4.0,39.0,27.4,6,35,41,Saturday,Winter
346,2011-01-15,1,0,1,21,False,5,False,2,7.0,4.0,39.0,24.1,6,51,57,Saturday,Winter
347,2011-01-15,1,0,1,22,False,5,False,2,6.1,5.0,42.0,11.3,0,26,26,Saturday,Winter
348,2011-01-15,1,0,1,23,False,5,False,1,6.1,3.0,45.0,30.6,5,39,44,Saturday,Winter
349,2011-01-16,1,0,1,0,False,6,False,1,4.2,4.0,56.0,0.0,6,33,39,Sunday,Winter
350,2011-01-16,1,0,1,1,False,6,False,1,4.2,2.0,56.0,14.5,4,19,23,Sunday,Winter
351,2011-01-16,1,0,1,2,False,6,False,1,4.2,3.0,56.0,9.7,3,13,16,Sunday,Winter
352,2011-01-16,1,0,1,3,False,6,False,1,2.3,2.0,69.0,0.0,9,6,15,Sunday,Winter
353,2011-01-16,1,0,1,4,False,6,False,1,4.2,1.0,56.0,17.7,0,1,1,Sunday,Winter
354,2011-01-16,1,0,1,5,False,6,False,2,4.2,1.0,56.0,17.7,1,1,2,Sunday,Winter
355,2011-01-16,1,0,1,6,False,6,False,2,4.2,1.0,56.0,17.7,0,1,1,Sunday,Winter
356,2011-01-16,1,0,1,7,False,6,False,2,3.3,-2.0,56.0,32.2,0,3,3,Sunday,Winter
357,2011-01-16,1,0,1,8,False,6,False,1,2.3,-2.0,55.0,30.6,0,18,18,Sunday,Winter
358,2011-01-16,1,0,1,9,False,6,False,1,2.3,-2.0,51.0,27.4,3,29,32,Sunday,Winter
359,2011-01-16,1,0,1,10,False,6,False,1,2.3,-2.0,51.0,30.6,8,71,79,Sunday,Winter
360,2011-01-16,1,0,1,11,False,6,False,1,3.3,-1.0,44.0,27.4,23,70,93,Sunday,Winter
361,2011-01-16,1,0,1,12,False,6,False,1,3.3,-2.0,41.0,30.6,29,75,104,Sunday,Winter
362,2011-01-16,1,0,1,13,False,6,False,1,4.2,-1.0,35.0,32.2,23,95,118,Sunday,Winter
363,2011-01-16,1,0,1,14,False,6,False,1,5.2,2.0,36.0,27.4,22,69,91,Sunday,Winter
364,2011-01-16,1,0,1,15,False,6,False,1,4.2,-0.0,38.0,27.4,35,78,113,Sunday,Winter
365,2011-01-16,1,0,1,16,False,6,False,1,3.3,-1.0,38.0,24.1,22,77,99,Sunday,Winter
366,2011-01-16,1,0,1,17,False,6,False,1,2.3,-2.0,37.0,27.4,23,82,105,Sunday,Winter
367,2011-01-16,1,0,1,18,False,6,False,1,1.4,-2.0,40.0,17.7,11,56,67,Sunday,Winter
368,2011-01-16,1,0,1,19,False,6,False,1,0.5,-3.0,47.0,14.5,14,47,61,Sunday,Winter
369,2011-01-16,1,0,1,20,False,6,False,1,0.5,-3.0,47.0,17.7,7,50,57,Sunday,Winter
370,2011-01-16,1,0,1,21,False,6,False,1,0.5,-3.0,51.0,17.7,6,22,28,Sunday,Winter
371,2011-01-16,1,0,1,22,False,6,False,2,1.4,-2.0,49.0,14.5,2,19,21,Sunday,Winter
372,2011-01-16,1,0,1,23,False,6,False,2,1.4,-1.0,40.0,11.3,0,18,18,Sunday,Winter
373,2011-01-17,1,0,1,0,True,0,False,2,1.4,-3.0,47.0,24.1,1,16,17,Monday,Winter
374,2011-01-17,1,0,1,1,True,0,False,2,1.4,-3.0,44.0,20.9,1,15,16,Monday,Winter
375,2011-01-17,1,0,1,2,True,0,False,2,0.5,-5.0,43.0,27.4,0,8,8,Monday,Winter
376,2011-01-17,1,0,1,3,True,0,False,2,0.5,-4.0,43.0,20.9,0,2,2,Monday,Winter
377,2011-01-17,1,0,1,4,True,0,False,2,0.5,-3.0,43.0,14.5,1,2,3,Monday,Winter
378,2011-01-17,1,0,1,5,True,0,False,2,0.5,-3.0,43.0,17.7,0,1,1,Monday,Winter
379,2011-01-17,1,0,1,6,True,0,False,2,0.5,-4.0,43.0,20.9,0,5,5,Monday,Winter
380,2011-01-17,1,0,1,7,True,0,False,2,-0.5,-4.0,50.0,14.5,4,9,13,Monday,Winter
381,2011-01-17,1,0,1,8,True,0,False,2,-0.5,-6.0,47.0,24.1,3,30,33,Monday,Winter
382,2011-01-17,1,0,1,9,True,0,False,2,-0.5,-6.0,47.0,24.1,8,39,47,Monday,Winter
383,2011-01-17,1,0,1,10,True,0,False,2,-0.5,-6.0,50.0,27.4,7,50,57,Monday,Winter
384,2011-01-17,1,0,1,11,True,0,False,2,-0.5,-6.0,55.0,20.9,9,55,64,Monday,Winter
385,2011-01-17,1,0,1,12,True,0,False,2,0.5,-3.0,47.0,14.5,10,70,80,Monday,Winter
386,2011-01-17,1,0,1,13,True,0,False,2,0.5,-3.0,47.0,14.5,13,80,93,Monday,Winter
387,2011-01-17,1,0,1,14,True,0,False,2,0.5,-2.0,43.0,11.3,12,74,86,Monday,Winter
388,2011-01-17,1,0,1,15,True,0,False,2,1.4,-2.0,47.0,17.7,21,72,93,Monday,Winter
389,2011-01-17,1,0,1,16,True,0,False,2,1.4,-2.0,47.0,17.7,6,76,82,Monday,Winter
390,2011-01-17,1,0,1,17,True,0,False,1,1.4,-3.0,51.0,20.9,4,67,71,Monday,Winter
391,2011-01-17,1,0,1,18,True,0,False,2,0.5,-5.0,55.0,27.4,7,85,92,Monday,Winter
392,2011-01-17,1,0,1,19,True,0,False,3,0.5,-4.0,59.0,20.9,2,58,60,Monday,Winter
393,2011-01-17,1,0,1,20,True,0,False,3,-0.5,-6.0,80.0,20.9,4,29,33,Monday,Winter
394,2011-01-17,1,0,1,21,True,0,False,3,-0.5,-6.0,80.0,20.9,3,24,27,Monday,Winter
395,2011-01-17,1,0,1,22,True,0,False,3,-1.4,-8.0,93.0,27.4,0,13,13,Monday,Winter
396,2011-01-17,1,0,1,23,True,0,False,3,-0.5,-7.0,86.0,30.6,1,3,4,Monday,Winter
397,2011-01-18,1,0,1,12,False,1,True,2,1.4,-4.0,86.0,35.4,0,3,3,Tuesday,Winter
398,2011-01-18,1,0,1,13,False,1,True,2,1.4,-3.0,86.0,24.1,0,22,22,Tuesday,Winter
399,2011-01-18,1,0,1,14,False,1,True,2,2.3,-1.0,80.0,17.7,2,26,28,Tuesday,Winter
400,2011-01-18,1,0,1,15,False,1,True,2,2.3,-1.0,87.0,17.7,3,32,35,Tuesday,Winter
401,2011-01-18,1,0,1,16,False,1,True,2,2.3,-1.0,87.0,20.9,0,61,61,Tuesday,Winter
402,2011-01-18,1,0,1,17,False,1,True,2,2.3,-1.0,82.0,20.9,1,124,125,Tuesday,Winter
403,2011-01-18,1,0,1,18,False,1,True,2,2.3,-1.0,80.0,17.7,1,132,133,Tuesday,Winter
404,2011-01-18,1,0,1,19,False,1,True,2,2.3,-1.0,80.0,14.5,1,98,99,Tuesday,Winter
405,2011-01-18,1,0,1,20,False,1,True,2,2.3,2.0,87.0,0.0,0,83,83,Tuesday,Winter
406,2011-01-18,1,0,1,21,False,1,True,2,2.3,-0.0,93.0,11.3,0,41,41,Tuesday,Winter
407,2011-01-18,1,0,1,22,False,1,True,2,2.3,1.0,93.0,9.7,0,33,33,Tuesday,Winter
408,2011-01-18,1,0,1,23,False,1,True,2,2.3,2.0,93.0,0.0,1,19,20,Tuesday,Winter
409,2011-01-19,1,0,1,0,False,2,True,2,2.3,2.0,93.0,0.0,0,3,3,Wednesday,Winter
410,2011-01-19,1,0,1,1,False,2,True,3,2.3,-1.0,93.0,14.5,1,6,7,Wednesday,Winter
411,2011-01-19,1,0,1,2,False,2,True,3,2.3,-1.0,93.0,14.5,0,3,3,Wednesday,Winter
412,2011-01-19,1,0,1,4,False,2,True,3,2.3,-1.0,93.0,14.5,1,1,2,Wednesday,Winter
413,2011-01-19,1,0,1,5,False,2,True,2,2.3,1.0,93.0,9.7,0,7,7,Wednesday,Winter
414,2011-01-19,1,0,1,6,False,2,True,2,2.3,1.0,93.0,9.7,0,32,32,Wednesday,Winter
415,2011-01-19,1,0,1,7,False,2,True,2,3.3,1.0,92.0,11.3,1,89,90,Wednesday,Winter
416,2011-01-19,1,0,1,8,False,2,True,2,3.3,1.0,93.0,11.3,1,196,197,Wednesday,Winter
417,2011-01-19,1,0,1,9,False,2,True,2,3.3,1.0,93.0,11.3,2,107,109,Wednesday,Winter
418,2011-01-19,1,0,1,10,False,2,True,2,4.2,2.0,93.0,14.5,1,46,47,Wednesday,Winter
419,2011-01-19,1,0,1,11,False,2,True,2,5.2,4.0,87.0,9.7,5,47,52,Wednesday,Winter
420,2011-01-19,1,0,1,12,False,2,True,2,6.1,5.0,81.0,9.7,5,65,70,Wednesday,Winter
421,2011-01-19,1,0,1,13,False,2,True,1,10.8,11.0,62.0,30.6,11,67,78,Wednesday,Winter
422,2011-01-19,1,0,1,14,False,2,True,1,10.8,11.0,58.0,27.4,7,68,75,Wednesday,Winter
423,2011-01-19,1,0,1,15,False,2,True,1,10.8,11.0,54.0,30.6,4,78,82,Wednesday,Winter
424,2011-01-19,1,0,1,16,False,2,True,1,9.9,10.0,58.0,41.8,10,94,104,Wednesday,Winter
425,2011-01-19,1,0,1,17,False,2,True,1,8.9,6.0,57.0,35.4,7,190,197,Wednesday,Winter
426,2011-01-19,1,0,1,18,False,2,True,1,8.0,5.0,61.0,30.6,5,156,161,Wednesday,Winter
427,2011-01-19,1,0,1,19,False,2,True,1,7.0,3.0,57.0,45.1,4,108,112,Wednesday,Winter
428,2011-01-19,1,0,1,20,False,2,True,1,7.0,4.0,49.0,32.2,2,74,76,Wednesday,Winter
429,2011-01-19,1,0,1,21,False,2,True,1,7.0,3.0,49.0,45.1,4,55,59,Wednesday,Winter
430,2011-01-19,1,0,1,22,False,2,True,1,6.1,4.0,52.0,17.7,6,53,59,Wednesday,Winter
431,2011-01-19,1,0,1,23,False,2,True,1,6.1,2.0,52.0,49.9,1,27,28,Wednesday,Winter
432,2011-01-20,1,0,1,0,False,3,True,1,4.2,-1.0,56.0,41.8,5,8,13,Thursday,Winter
433,2011-01-20,1,0,1,1,False,3,True,1,4.2,2.0,56.0,0.0,2,3,5,Thursday,Winter
434,2011-01-20,1,0,1,2,False,3,True,1,4.2,2.0,56.0,0.0,0,2,2,Thursday,Winter
435,2011-01-20,1,0,1,3,False,3,True,1,4.2,1.0,56.0,17.7,0,1,1,Thursday,Winter
436,2011-01-20,1,0,1,4,False,3,True,1,4.2,1.0,56.0,17.7,0,1,1,Thursday,Winter
437,2011-01-20,1,0,1,5,False,3,True,1,3.3,-1.0,60.0,24.1,0,6,6,Thursday,Winter
438,2011-01-20,1,0,1,6,False,3,True,1,2.3,-2.0,60.0,24.1,0,35,35,Thursday,Winter
439,2011-01-20,1,0,1,7,False,3,True,1,2.3,-2.0,55.0,24.1,1,100,101,Thursday,Winter
440,2011-01-20,1,0,1,8,False,3,True,1,2.3,-2.0,55.0,30.6,2,247,249,Thursday,Winter
441,2011-01-20,1,0,1,9,False,3,True,2,3.3,-1.0,52.0,24.1,3,140,143,Thursday,Winter
442,2011-01-20,1,0,1,10,False,3,True,1,4.2,-1.0,48.0,32.2,1,56,57,Thursday,Winter
443,2011-01-20,1,0,1,11,False,3,True,2,5.2,2.0,45.0,17.7,5,63,68,Thursday,Winter
444,2011-01-20,1,0,1,12,False,3,True,2,6.1,6.0,42.0,0.0,7,77,84,Thursday,Winter
445,2011-01-20,1,0,1,13,False,3,True,2,5.2,3.0,45.0,11.3,12,86,98,Thursday,Winter
446,2011-01-20,1,0,1,14,False,3,True,2,6.1,4.0,45.0,14.5,6,75,81,Thursday,Winter
447,2011-01-20,1,0,1,15,False,3,True,2,7.0,5.0,45.0,20.9,8,62,70,Thursday,Winter
448,2011-01-20,1,0,1,16,False,3,True,2,6.1,4.0,49.0,14.5,8,83,91,Thursday,Winter
449,2011-01-20,1,0,1,17,False,3,True,2,6.1,5.0,49.0,11.3,8,207,215,Thursday,Winter
450,2011-01-20,1,0,1,18,False,3,True,2,4.2,1.0,56.0,20.9,1,184,185,Thursday,Winter
451,2011-01-20,1,0,1,19,False,3,True,1,4.2,-1.0,56.0,35.4,6,146,152,Thursday,Winter
452,2011-01-20,1,0,1,20,False,3,True,2,4.2,-0.0,60.0,30.6,2,124,126,Thursday,Winter
453,2011-01-20,1,0,1,21,False,3,True,2,3.3,-1.0,60.0,27.4,3,54,57,Thursday,Winter
454,2011-01-20,1,0,1,22,False,3,True,2,3.3,-2.0,65.0,30.6,0,56,56,Thursday,Winter
455,2011-01-20,1,0,1,23,False,3,True,2,3.3,-2.0,65.0,35.4,3,28,31,Thursday,Winter
456,2011-01-21,1,0,1,0,False,4,True,2,3.3,-1.0,70.0,27.4,1,20,21,Friday,Winter
457,2011-01-21,1,0,1,1,False,4,True,2,3.3,-1.0,70.0,27.4,0,6,6,Friday,Winter
458,2011-01-21,1,0,1,2,False,4,True,3,3.3,-0.0,75.0,17.7,0,2,2,Friday,Winter
459,2011-01-21,1,0,1,3,False,4,True,3,2.3,-2.0,80.0,32.2,0,1,1,Friday,Winter
460,2011-01-21,1,0,1,4,False,4,True,2,2.3,1.0,87.0,9.7,0,1,1,Friday,Winter
461,2011-01-21,1,0,1,5,False,4,True,1,3.3,-3.0,60.0,45.1,1,4,5,Friday,Winter
462,2011-01-21,1,0,1,6,False,4,True,1,2.3,-2.0,55.0,27.4,0,27,27,Friday,Winter
463,2011-01-21,1,0,1,7,False,4,True,1,1.4,-4.0,51.0,30.6,2,66,68,Friday,Winter
464,2011-01-21,1,0,1,8,False,4,True,1,1.4,-4.0,47.0,35.4,7,210,217,Friday,Winter
465,2011-01-21,1,0,1,9,False,4,True,1,1.4,-4.0,51.0,38.6,7,159,166,Friday,Winter
466,2011-01-21,1,0,1,10,False,4,True,1,1.4,-5.0,47.0,49.9,6,57,63,Friday,Winter
467,2011-01-21,1,0,1,11,False,4,True,1,2.3,-4.0,41.0,49.9,6,53,59,Friday,Winter
468,2011-01-21,1,0,1,12,False,4,True,1,2.3,-4.0,27.0,62.8,11,67,78,Friday,Winter
469,2011-01-21,1,0,1,13,False,4,True,1,1.4,-6.0,21.0,62.8,8,65,73,Friday,Winter
470,2011-01-21,1,0,1,14,False,4,True,1,1.4,-6.0,25.0,56.3,6,56,62,Friday,Winter
471,2011-01-21,1,0,1,15,False,4,True,1,-0.5,-8.0,26.0,48.3,4,61,65,Friday,Winter
472,2011-01-21,1,0,1,16,False,4,True,1,-0.5,-7.0,26.0,38.6,0,97,97,Friday,Winter
473,2011-01-21,1,0,1,17,False,4,True,1,-1.4,-8.0,28.0,38.6,10,151,161,Friday,Winter
474,2011-01-21,1,0,1,18,False,4,True,1,-2.4,-8.0,30.0,27.4,1,119,120,Friday,Winter
475,2011-01-21,1,0,1,19,False,4,True,1,-2.4,-9.0,30.0,35.4,3,93,96,Friday,Winter
476,2011-01-21,1,0,1,20,False,4,True,1,-3.3,-11.0,33.0,45.1,1,52,53,Friday,Winter
477,2011-01-21,1,0,1,21,False,4,True,1,-4.2,-11.0,38.0,30.6,0,41,41,Friday,Winter
478,2011-01-21,1,0,1,22,False,4,True,1,-5.2,-14.0,41.0,41.8,1,33,34,Friday,Winter
479,2011-01-21,1,0,1,23,False,4,True,1,-5.2,-13.0,38.0,35.4,0,27,27,Friday,Winter
480,2011-01-22,1,0,1,0,False,5,False,1,-6.1,-14.0,45.0,27.4,0,13,13,Saturday,Winter
481,2011-01-22,1,0,1,1,False,5,False,2,-6.1,-16.0,41.0,41.8,3,9,12,Saturday,Winter
482,2011-01-22,1,0,1,2,False,5,False,2,-6.1,-14.0,41.0,27.4,0,11,11,Saturday,Winter
483,2011-01-22,1,0,1,3,False,5,False,2,-6.1,-14.0,41.0,30.6,1,6,7,Saturday,Winter
484,2011-01-22,1,0,1,4,False,5,False,2,-7.1,-15.0,48.0,32.2,0,3,3,Saturday,Winter
485,2011-01-22,1,0,1,6,False,5,False,2,-7.1,-14.0,44.0,24.1,0,2,2,Saturday,Winter
486,2011-01-22,1,0,1,7,False,5,False,1,-7.1,-15.0,44.0,30.6,0,8,8,Saturday,Winter
